policy_number,age_at_issue,gender,smoker_status,annual_income,face_amount,annual_premium,state,occupation,issue_date
POL67241BD9,29,M,Non-Smoker,59380.31503146412,439591.9516799952,4304.484390850514,OH,Teacher,2021-01-03
POL44A27120,68,F,Smoker,130087.93697385007,1786912.0059247953,78266.74585950605,FL,Salesperson,2021-06-25
POL6FCF1B48,27,F,Non-Smoker,21334.38078556941,176422.7470040745,1354.9266969912921,CA,Teacher,2022-03-11
POL67B88053,53,F,Non-Smoker,139786.10994876557,1208689.5021756645,16824.95787028525,FL,Nurse,2024-05-25
POLF3BC1414,68,M,Non-Smoker,107612.7382031825,1292010.906452273,27163.237297252588,NC,Salesperson,2023-07-01
POL8A4973B5,43,M,Non-Smoker,52611.034331572046,276570.7595397635,3823.3141798776905,IL,Salesperson,2022-02-04
POL39E0B222,69,F,Non-Smoker,97270.27366550878,677240.1140244703,12027.784425074593,NY,Engineer,2021-04-10
POL00E41B35,50,F,Non-Smoker,112064.60223683472,1290873.1231552279,17039.525225649006,OH,Manager,2024-02-05
POLC359F3C5,39,F,Non-Smoker,59818.44479141311,438912.33059657714,4634.914211099855,MI,Engineer,2024-02-25
POL3CF3731B,35,M,Smoker,135469.61813214864,1019154.0947639137,29351.637929200708,IL,Teacher,2025-05-14
POL171452ED,52,F,Non-Smoker,84504.99514577909,1106951.56779034,15143.09744737185,NY,Accountant,2023-02-26
POL656C1A8C,31,M,Non-Smoker,49786.35083829727,598301.633190629,6203.191332920441,FL,Nurse,2023-02-14
POLD6BA9F60,48,M,Non-Smoker,71721.98465391767,1058028.3559868205,16149.744825782831,IL,Accountant,2021-01-19
POLEC4B14F2,28,M,Non-Smoker,41320.01862032211,376954.15340946807,3582.5722740035844,IL,Teacher,2020-11-06
POLC9C3810B,69,M,Smoker,136978.76013195122,1485593.7096392692,79152.43284958026,NC,Engineer,2022-10-24
POLC227C28A,53,M,Non-Smoker,58407.390856802886,676417.289021559,11298.87439581612,CA,Manager,2022-04-06
POL0603E11A,54,F,Non-Smoker,85561.41301288299,1174463.0755468418,16630.39714974328,GA,Teacher,2021-11-26
POL182E80CC,62,M,Non-Smoker,68713.45071371585,788990.8386676691,15224.367222931343,IL,Teacher,2021-02-08
POL278978F2,31,F,Non-Smoker,134756.01604873952,1960115.096532476,16935.394434040594,NC,Engineer,2025-06-18
POLF4A29930,31,F,Non-Smoker,58317.96349805196,685598.406206824,5923.57022962696,NY,Teacher,2024-10-31
POL30E2F833,67,F,Non-Smoker,73082.15861303521,522476.43341885175,9028.392769477758,OH,Accountant,2023-07-12
POLFEBD32D9,33,F,Smoker,67942.1340069175,540457.8833319583,12322.439739968648,NY,Manager,2025-05-29
POLEADBE3DF,51,M,Non-Smoker,72850.21628416733,472331.90801616973,7617.769012484786,FL,Manager,2025-08-26
POL733663FC,55,M,Non-Smoker,98921.64073909438,1314113.3295054687,22707.8783338545,IL,Manager,2024-01-06
POLC8C7F6DA,68,F,Non-Smoker,132871.85785256152,1142424.38580023,20015.275239220035,MI,Nurse,2021-12-31
POLE34C34A9,31,M,Non-Smoker,55843.407165217206,616139.4075837631,6388.133377828456,GA,Accountant,2020-11-07
POL7E16EBCE,61,M,Non-Smoker,52300.695216080356,782228.9848848077,14868.608544690424,NC,Engineer,2024-06-07
POL76369EFA,34,M,Non-Smoker,62835.193601812156,397231.31186091877,4461.70209482184,TX,Salesperson,2023-01-02
POL48BAE690,68,M,Smoker,109501.2784925606,1203924.0044551718,63278.24567416383,TX,Salesperson,2023-11-29
POL70BFAB92,61,F,Non-Smoker,74807.23490380068,704048.7044055865,11152.131477784491,TX,Salesperson,2025-03-26
POL25CB6799,58,M,Non-Smoker,97903.5682177682,1032576.2307976289,18735.06313159218,IL,Engineer,2021-07-23
POLBF432C55,45,M,Non-Smoker,76174.23398989673,841793.475650893,12121.82604937286,FL,Teacher,2023-07-31
POLC632F2DA,69,M,Non-Smoker,101057.47391567004,1338863.7504990515,28533.864250635786,PA,Engineer,2023-10-29
POLEA16EEDA,56,M,Non-Smoker,44242.10470564127,497869.6590562975,8746.574170301034,FL,Manager,2023-02-10
POLBACAD94E,52,F,Non-Smoker,106180.7871443747,1165874.723696667,15949.166220170406,IL,Nurse,2021-02-08
POL3CB2816B,43,M,Non-Smoker,58487.31128702308,569920.7695213315,7878.584717862887,FL,Nurse,2022-05-23
POL01B1007A,69,M,Non-Smoker,70537.23945776743,719796.8397614287,15340.310248995567,FL,Teacher,2022-04-26
POL374555DF,38,F,Non-Smoker,140976.05375845212,769144.4255678513,7937.570471860225,GA,Teacher,2024-01-02
POL37EE4243,36,M,Non-Smoker,89694.3011100958,1162872.6120106608,13731.199802621883,NC,Salesperson,2024-12-10
POL78701839,47,M,Non-Smoker,82536.13525728759,530341.3473666998,7942.392018163696,TX,Manager,2022-04-20
POL4DD33161,52,F,Non-Smoker,88407.55989081622,805206.1626792591,11015.220305452263,NC,Salesperson,2024-02-14
POL66763295,57,F,Smoker,86344.647868576,1263359.5096766143,46996.97375997005,OH,Accountant,2022-02-03
POL38875F32,37,M,Non-Smoker,86898.1430928789,478786.93704077555,5791.406790445221,TX,Engineer,2025-05-18
POL4E99CE08,34,F,Non-Smoker,95788.0961806754,548611.9026385719,5135.007408697033,TX,Teacher,2024-09-20
POLA2EAD9F5,35,M,Non-Smoker,73925.77589119363,609830.5762684256,7025.248238612261,MI,Accountant,2023-05-28
POL3B04A514,69,F,Non-Smoker,53756.39030637815,794638.0721626891,14112.772161609357,OH,Accountant,2022-12-04
POL6563E7C1,42,M,Non-Smoker,45008.33944245232,347757.2260467082,4707.241811768243,CA,Manager,2022-03-23
POL2BA0FF13,61,F,Non-Smoker,78853.7528067458,826851.3167673977,13097.324857595579,OH,Salesperson,2022-04-08
POL464CD7BE,46,F,Smoker,54407.39415316541,639535.0036833998,19569.771112712035,GA,Salesperson,2025-07-03
POLB2F4275F,46,M,Non-Smoker,62988.58399346317,736474.51073178,10817.337613628386,OH,Accountant,2022-09-03
POL4D7C07AA,67,M,Non-Smoker,59769.008085122245,444563.04028729314,9218.459203397311,PA,Teacher,2023-03-24
POL32DA45D9,47,M,Non-Smoker,63845.82422095127,621237.4294058958,9303.651742782695,NY,Manager,2025-08-05
POLFE4E2ACB,51,F,Non-Smoker,105370.68493917541,1124717.148835986,15116.198480355653,PA,Engineer,2023-12-10
POLE52CD8EF,69,F,Non-Smoker,75430.26999826365,693279.2139739756,12312.638840177808,CA,Salesperson,2023-05-14
POLBF08CE31,26,M,Non-Smoker,37452.96403700474,189685.91378322733,1693.5158382566538,IL,Manager,2022-09-20
POL5CC73276,62,M,Smoker,69337.97378914051,435856.0666747862,21025.696656391687,PA,Manager,2021-08-03
POL0E6FC44B,48,M,Smoker,68311.81138387408,829588.2704156956,31657.08839906295,NY,Nurse,2022-06-17
POL71154678,69,F,Non-Smoker,56797.35597016179,564861.7036330962,10031.943856523789,TX,Teacher,2024-06-08
POLBFCCD8E1,58,F,Non-Smoker,109711.53890234181,1435460.1602952275,21704.15762366384,NC,Accountant,2023-10-12
POL2503EB3E,33,M,Non-Smoker,63170.02448075925,441333.95025958813,4829.958751640932,OH,Engineer,2024-06-14
POL2853C1E8,49,F,Non-Smoker,59174.119335322306,643809.4651772461,8343.77066869711,MI,Accountant,2021-09-01
POL740101CD,65,F,Smoker,54375.154518294854,425912.10471679305,17888.30839810531,NY,Nurse,2023-05-26
POLBB987E77,55,M,Smoker,87434.37717311451,1004952.2128335822,43413.935594410745,NC,Nurse,2025-04-16
POL27A2E184,50,M,Non-Smoker,82306.06668770096,876222.6812315984,13879.367270708515,TX,Engineer,2022-11-04
POLFCE0DFDF,37,M,Smoker,101221.76706901506,1251017.9921085318,37830.784081362,NC,Manager,2024-02-22
POL25AFC728,33,F,Smoker,43532.950222582294,614565.923275752,14012.103050687145,NC,Salesperson,2021-04-04
POL61DBC3A8,26,M,Non-Smoker,32755.7759891517,468963.7811002278,4186.908637662834,OH,Nurse,2025-07-08
POLC43D770D,53,M,Non-Smoker,104638.12649269348,1246926.1483574428,20828.65438216272,TX,Salesperson,2023-09-12
POLA772B761,41,F,Non-Smoker,93492.3277870221,1369858.5980362205,15123.238922319873,MI,Salesperson,2021-11-06
POLFF0607DF,30,F,Non-Smoker,67023.73418221106,545081.561456422,4578.685116233944,PA,Manager,2021-06-11
POL00E8CE6C,43,F,Non-Smoker,65516.48093465422,931325.5503925799,10728.870340522522,GA,Teacher,2023-05-29
POLCC11D0B6,39,F,Non-Smoker,47704.78738054455,268306.66883943975,2833.3184229444837,IL,Manager,2023-05-31
POL22EB36A1,42,F,Non-Smoker,53005.4411236807,693749.1663096193,7825.490595972507,MI,Teacher,2021-02-12
POLACBAE244,69,M,Non-Smoker,96069.0410455453,621273.7945227807,13240.587108869504,GA,Engineer,2025-08-12
POL035D4EE2,30,M,Non-Smoker,88475.65108876009,735778.4218119876,7416.646491864835,CA,Accountant,2025-03-20
POLD7B0EDB0,35,F,Non-Smoker,67321.27664075542,876789.6346872284,8417.180492997391,IL,Nurse,2022-12-17
POL853ACFD8,50,F,Smoker,68321.74748762889,808008.9264741626,26664.294573647363,OH,Accountant,2021-03-28
POLCE305746,32,M,Non-Smoker,99653.26724976009,1298726.1277645004,13839.225617458518,CA,Nurse,2024-10-24
POLB73F0537,32,M,Non-Smoker,60714.98615503681,456767.78788675985,4867.3175477213135,FL,Accountant,2023-02-22
POL76E43EFA,64,M,Non-Smoker,99922.46066601742,1135166.45879615,22558.027869197093,NY,Nurse,2024-03-27
POL1A236E64,41,M,Non-Smoker,100584.59300240083,1336476.5235596776,17705.640984118607,FL,Salesperson,2023-03-13
POL9FAF5C5B,59,M,Non-Smoker,122499.8334040102,1057152.541799938,19485.435650456457,CA,Salesperson,2022-01-07
POL458E33E2,47,F,Non-Smoker,102996.87059031545,830464.7943326804,10364.200633271852,TX,Accountant,2024-10-29
POL552F39AD,39,M,Non-Smoker,94180.69574200815,1063891.8345620981,13481.637327570907,NC,Engineer,2025-07-21
POLCBB03B36,64,F,Non-Smoker,62254.11921882104,397961.9913374763,6590.250576548607,NY,Teacher,2021-11-14
POL3D0B4C82,25,M,Smoker,47623.02662579765,319834.51670534513,6908.425560835454,TX,Accountant,2023-05-30
POL61CEDC1B,53,M,Smoker,51438.9437890429,319892.6612045314,13358.71753190123,NC,Accountant,2022-07-27
POL0E2E9694,32,F,Non-Smoker,34182.55053066469,468018.8874849665,4156.0077208665025,NY,Nurse,2025-04-06
POL7AA0E732,46,M,Non-Smoker,49321.86231629093,651173.5241962598,9564.436723394665,MI,Teacher,2023-03-12
POLBE4A25B4,41,M,Non-Smoker,108137.2591777178,877611.4354451478,11626.596296777316,NC,Nurse,2025-01-18
POL0063A3B7,44,M,Smoker,95231.99100679593,834627.4182899212,29445.655317268418,PA,Teacher,2024-12-21
POL5C8A5DD9,66,M,Non-Smoker,98130.36806039792,655328.920668506,13400.165769829608,IL,Manager,2022-01-12
POL5BB23D16,57,F,Non-Smoker,104222.07530739869,1489133.3087862353,22158.303634739183,CA,Teacher,2024-08-08
POL0141DE6A,28,F,Non-Smoker,31081.5132936766,348526.5270130229,2760.3300939431415,MI,Teacher,2022-09-23
POL2C470E19,60,M,Non-Smoker,54367.14559021343,330567.98855010385,6188.232745657944,TX,Engineer,2025-04-28
POL41B477E3,48,F,Smoker,109217.45598351947,918785.7866279391,29217.388014768465,PA,Manager,2023-03-11
POL1AC44DCB,66,M,Non-Smoker,74305.41814437107,946044.3243554642,19344.714344420532,IL,Manager,2024-10-03
POL731652A0,58,F,Non-Smoker,84741.16900221622,1260013.005968598,19051.396650245202,GA,Accountant,2022-01-24
POL67119F08,25,F,Non-Smoker,49184.16989120021,441989.8510682724,3182.326927691561,TX,Manager,2022-02-22
POL389D9535,45,M,Non-Smoker,66214.07468606137,962780.6313657023,13864.041091666115,GA,Manager,2023-08-03
POLA876281F,44,F,Non-Smoker,96951.32446240788,485336.33193184854,5707.555263518539,CA,Accountant,2025-08-24
POLDF97C826,48,M,Non-Smoker,68673.72647428345,385551.55762578984,5885.058975600056,FL,Accountant,2023-02-06
POL096DB619,53,F,Non-Smoker,57753.82462002506,811613.9192755008,11297.66575631497,FL,Teacher,2021-05-24
POL8914A3E7,58,F,Non-Smoker,124367.08607061063,1857775.6023675604,28089.567107797513,IL,Accountant,2023-05-06
POL9ED6E451,49,M,Non-Smoker,55966.63789441438,792379.9034555297,12323.092258540399,FL,Manager,2022-05-18
POL8170089E,68,M,Smoker,82677.61163908041,1023449.962209449,53792.53001372865,IL,Engineer,2023-05-31
POL5457F6BA,52,F,Non-Smoker,57709.08402966303,828007.3508437488,11327.140559542484,CA,Teacher,2023-05-15
POL1F9A1ACD,47,M,Non-Smoker,76986.82440976701,1061198.6001187991,15892.510235379135,NY,Accountant,2022-12-05
POL671F6DF9,40,F,Non-Smoker,158273.7989322392,1885431.3494276444,20362.65857381856,MI,Engineer,2022-04-05
POL978CDEA7,41,M,Non-Smoker,91284.48042892458,1045695.0853841703,13853.368491169487,IL,Nurse,2021-08-05
POL5296872A,30,F,Non-Smoker,95653.06193248926,689188.7163888451,5789.185217666299,CA,Engineer,2024-02-21
POL00EAB53E,31,M,Non-Smoker,95257.79735518499,586619.5037435796,6082.071014813433,PA,Nurse,2023-07-06
POLA86D4B86,57,F,Non-Smoker,97307.1911552267,1090075.3959983508,16220.321892455462,MI,Manager,2021-10-26
POLC49C3487,27,M,Non-Smoker,64150.367362227786,365039.2854554154,3364.202054757108,CA,Nurse,2024-07-12
POL7AD2F058,56,F,Non-Smoker,98191.8957857675,1098932.319670756,16088.369159979868,MI,Engineer,2020-11-13
POLE024A62B,60,F,Non-Smoker,74612.42458401028,1095118.508266278,17083.84872895394,MI,Manager,2024-05-17
POL14ECF1E5,36,F,Non-Smoker,47597.25121643044,569301.1364591972,5601.923182758501,CA,Accountant,2024-03-06
POL07030393,26,M,Non-Smoker,20750.098486043313,145114.87782297216,1295.5856292034957,IL,Engineer,2024-09-16
POLF145771E,35,M,Smoker,87492.47774522833,971002.6834111902,27964.877282242272,PA,Accountant,2022-08-01
POL1B8EAB2F,69,M,Non-Smoker,90657.93912586366,663252.5985158677,14135.239379570174,NC,Engineer,2023-12-21
POL31E3D674,48,F,Non-Smoker,48822.072655485725,696231.8344049734,8856.068933631263,PA,Engineer,2024-10-03
POLA7177D4F,54,F,Non-Smoker,93551.17920565946,1295196.175518278,18339.977845338817,GA,Engineer,2025-07-22
POL531B5493,41,M,Non-Smoker,123170.9581592432,820601.0887772414,10871.323224120892,PA,Nurse,2023-02-16
POLD30BD69C,41,F,Non-Smoker,60079.981005273636,872398.8421254244,9631.283217064685,NY,Manager,2020-11-01
POL16D89365,33,F,Non-Smoker,107238.77752379679,1071528.7356232964,9772.342068884462,PA,Manager,2023-03-01
POL5282D628,50,F,Non-Smoker,92932.15516279874,878071.7289347689,11590.54682193895,PA,Manager,2023-08-09
POLD088E838,57,F,Non-Smoker,82445.31695805973,881303.736332281,13113.799596624342,CA,Salesperson,2024-12-31
POL597A2A9F,27,M,Non-Smoker,39994.688694174365,517505.32852861757,4769.329107719739,PA,Accountant,2025-01-09
POL4B180EC3,60,M,Non-Smoker,114794.18210264591,1544027.2639072011,28904.190380342803,CA,Teacher,2022-11-08
POLD5E339EB,34,M,Smoker,112228.2984897568,1082109.685880015,30385.63997951082,IL,Salesperson,2023-04-13
POL51E05924,31,F,Non-Smoker,43544.68875279108,455345.0549201154,3934.1812745097973,MI,Accountant,2022-12-08
POLD7408F77,57,M,Non-Smoker,54214.395258287135,795472.2026583279,14203.951650667103,MI,Manager,2024-04-06
POLC62A4035,38,F,Non-Smoker,72961.70279462305,583451.8884461024,6021.223488763777,MI,Salesperson,2022-09-14
POLE888348E,37,M,Non-Smoker,105671.05403356407,1068303.4401466718,12922.198412014144,NY,Engineer,2023-12-05
POL04D5E420,33,F,Non-Smoker,108744.05081134151,906556.6225049851,8267.796397245464,CA,Accountant,2021-06-04
POL00021194,26,F,Non-Smoker,55043.393192013784,677722.1030734627,5042.252446866562,TX,Salesperson,2022-12-31
POLF63AD3D7,40,F,Non-Smoker,118616.72790556015,1704195.657169102,18405.313097426304,IL,Nurse,2025-07-01
POL4323B4C8,60,F,Smoker,115013.83871531565,1262061.0890164792,49220.38247164269,FL,Manager,2022-05-06
POLCD6A30BE,44,F,Non-Smoker,63599.5718329351,374050.979903245,4398.839523662161,OH,Manager,2024-02-12
POL8B7F41EC,35,M,Non-Smoker,88158.60134999041,1136384.510835496,13091.149564824913,NC,Manager,2023-11-26
POLDBB1597C,30,M,Non-Smoker,93532.76085858888,506477.3985248353,5105.292177130339,PA,Teacher,2024-11-29
POLF33137E2,62,M,Non-Smoker,68248.92853478165,991738.9083973924,19136.593976436085,MI,Salesperson,2024-11-30
POL6A6E9BD2,68,F,Smoker,149872.2795970093,1547015.9530687623,67759.2987444118,MI,Engineer,2024-12-13
POL1E965EC1,41,M,Non-Smoker,73265.51941191973,408316.2933653632,5409.3742545043315,MI,Nurse,2022-07-21
POL1F5B1E92,66,F,Non-Smoker,128242.24482006063,1793282.1954347498,30557.528610208137,TX,Nurse,2022-03-27
POL85EED1A0,26,M,Smoker,35035.73594367802,290230.9562413917,6477.954943307864,NC,Salesperson,2024-03-31
POL0F2FC18D,26,M,Non-Smoker,53607.84307079033,447326.64045341033,3993.7322459680477,PA,Salesperson,2024-06-13
POLA325899D,45,F,Non-Smoker,133556.13174549682,1252378.3181079302,15028.539817295165,PA,Accountant,2025-01-05
POL42D92010,68,M,Non-Smoker,67374.51060699717,965387.5938686037,20296.30877349352,GA,Teacher,2020-10-30
POLBF118D7D,50,M,Non-Smoker,84244.9612433791,704560.3193723551,11160.235458858104,OH,Accountant,2020-12-29
POL85880BB0,30,F,Non-Smoker,63666.26387034681,789884.1492651722,6635.026853827446,GA,Manager,2023-10-23
POL51E01B51,32,F,Non-Smoker,63249.09274476902,605657.7099961056,5378.240464765418,CA,Manager,2025-04-04
POLBA8477CF,52,F,Smoker,66217.38502927232,885639.3279766737,30288.865016802243,MI,Manager,2025-08-22
POL656FD285,66,F,Smoker,63253.680696543,339331.36015055596,14455.515942413685,NY,Accountant,2024-05-21
POLA6202CF1,53,M,Non-Smoker,90220.37237247679,945074.5356672168,15786.525043785186,CA,Nurse,2022-10-27
POL2DAEF944,42,F,Smoker,120602.6765901731,1641159.940930708,46280.71033424598,IL,Engineer,2021-02-21
POL74B96C9A,48,F,Non-Smoker,48573.06139488507,672643.6143124456,8556.02677405431,PA,Engineer,2023-10-27
POLA9986E30,35,M,Non-Smoker,92721.63955861558,727494.3384560662,8380.734779013881,NC,Salesperson,2025-01-06
POL77DAB5FE,43,F,Non-Smoker,171071.49933543382,1351540.164414139,15569.742694050881,MI,Manager,2022-11-14
POLBB089E52,40,F,Non-Smoker,97473.12160564262,1082305.4848746632,11688.899236646363,IL,Nurse,2024-02-14
POL70F3D546,53,M,Non-Smoker,84228.25428428478,855173.8355054392,14284.823748282854,MI,Engineer,2025-03-03
POL8704D43E,36,M,Non-Smoker,80245.25882163987,1091871.4152972603,12892.81767183005,TX,Nurse,2020-11-18
POL9725B979,50,M,Non-Smoker,140323.26141891026,1186936.736511646,18801.07790634447,OH,Accountant,2024-08-19
POLB252BF05,33,F,Non-Smoker,82778.46820280139,1158276.82090407,10563.48460664512,NC,Nurse,2022-02-12
POLC8B009D6,39,F,Non-Smoker,96503.9414750398,1359573.0988415338,14357.091923766597,GA,Salesperson,2022-07-11
POL8FD6CC48,59,F,Non-Smoker,100912.43291937886,983046.4836640253,15099.593989079425,MI,Nurse,2021-05-18
POLF592BB26,47,M,Non-Smoker,60707.6416875829,587988.1098164078,8805.709932610522,CA,Manager,2023-04-23
POLD5CF70F9,64,M,Non-Smoker,81578.90895785099,1212102.4146353826,24086.899183634323,GA,Nurse,2023-06-25
POLE73DFFE7,49,F,Smoker,84346.61058848152,744049.2094803007,24107.194387161744,CA,Salesperson,2024-08-12
POLCA040B51,36,M,Non-Smoker,112409.92313395455,697780.8162680669,8239.395878493333,TX,Accountant,2021-07-02
POLFDBFB5D0,37,F,Non-Smoker,117542.22942162819,1161455.3898582372,11707.470329771033,MI,Accountant,2021-01-17
POL3270A2E9,66,M,Non-Smoker,58421.56072711047,658684.3431562976,13468.777448859973,PA,Manager,2025-01-03
POLFC47B496,67,F,Non-Smoker,100666.21149942254,1246797.3896303382,21544.658892812244,PA,Nurse,2023-10-02
POLAF63DA55,34,M,Non-Smoker,107892.53873963103,1008289.1816171496,11325.104087923826,PA,Engineer,2021-11-08
POLFCF4C844,59,M,Non-Smoker,73310.78988494526,845703.5731277913,15588.008259891447,TX,Teacher,2025-03-20
POL2EC81F6C,28,F,Non-Smoker,40142.039848632165,317801.9004676701,2516.9910517039475,NY,Nurse,2021-05-14
POL3F361E07,66,F,Non-Smoker,72237.46055896673,840658.2018223533,14324.8157590529,CA,Manager,2022-12-16
POL3F82C099,48,M,Non-Smoker,124311.76802027202,1142841.195252735,17444.32800433775,CA,Manager,2021-12-03
POLECD3852E,28,M,Non-Smoker,60744.042058384686,308186.74676863634,2929.0068412891196,GA,Accountant,2021-12-05
POL1FF29E0B,55,M,Non-Smoker,88918.32599675654,1206475.2795060857,20847.89282986516,CA,Salesperson,2020-09-12
POL9F28F32E,40,F,Non-Smoker,41627.293508344104,506755.16626770666,5472.955795691233,NY,Accountant,2024-09-04
POL776B52CA,54,F,Non-Smoker,72836.44543329212,992731.3423121904,14057.075807140618,OH,Salesperson,2025-02-27
POLE0E1D0F7,36,M,Non-Smoker,80684.55545905973,740009.9213208357,8738.037150956428,MI,Accountant,2024-01-15
POL267EBB6A,44,M,Smoker,75289.2006305413,595444.8615229297,21007.29471452896,TX,Nurse,2021-06-10
POL949AAC36,43,M,Non-Smoker,86611.813788585,599939.5906825416,8293.564901595455,NY,Salesperson,2022-11-11
POLD5DB5DE5,43,F,Non-Smoker,62694.810926745726,522078.1708294616,6014.340527955398,TX,Engineer,2022-05-19
POL6C3AF4EA,34,M,Non-Smoker,64792.24506362875,537277.132434633,6034.696751505798,OH,Nurse,2023-08-04
POLBF549697,34,F,Non-Smoker,112037.09817608308,1144516.0787630728,10712.670497222363,CA,Salesperson,2023-11-06
POLEB4438A8,63,M,Non-Smoker,63659.2244719189,805842.0226116568,15781.610170826687,CA,Teacher,2022-10-10
POL73443F3C,29,M,Smoker,40503.85106763335,581564.8786636379,14236.708229685857,FL,Salesperson,2021-11-25
POL2B899D00,57,F,Smoker,57969.23332565713,643172.0587185898,23926.00058433154,CA,Salesperson,2024-11-17
POL5BB1C688,68,F,Non-Smoker,118136.56818614036,1685699.625107642,29533.45743188589,GA,Accountant,2021-08-24
POL61938CAA,44,M,Non-Smoker,46889.49691769138,651970.7654552879,9200.611442105022,PA,Nurse,2022-07-29
POL4B323515,30,F,Non-Smoker,88559.52525419227,963197.2958828176,8090.857285415667,MI,Nurse,2023-01-25
POLCCCA06F4,65,M,Non-Smoker,109946.83260052405,1352347.9332603395,27263.33433452845,IL,Nurse,2021-11-02
POL3FB0C1F9,44,M,Non-Smoker,69448.53051078803,1018503.2852317339,14373.118361190227,OH,Accountant,2023-07-06
POL404812F1,37,M,Non-Smoker,63820.457280820156,825953.0908290695,9990.728586668425,TX,Manager,2023-07-12
POLBE3BB2E2,31,M,Non-Smoker,89516.46333097566,1153151.9130134175,11955.879034123112,TX,Accountant,2025-08-13
POLC52BB21D,43,F,Non-Smoker,78379.54569172791,1172104.5880073365,13502.644853844518,PA,Accountant,2022-02-16
POL61849E86,31,M,Non-Smoker,52703.51090204772,778671.480850616,8073.265913459187,PA,Accountant,2025-07-17
POL64DAD53F,28,F,Non-Smoker,40692.447643970794,295940.323454756,2343.8473617616673,FL,Accountant,2023-12-11
POLC144C036,42,M,Smoker,58244.468866966316,787375.4794045836,26644.78622305111,FL,Teacher,2022-01-09
POL92DD0CCA,39,M,Smoker,84211.75503404388,622868.6965480886,19732.480306643443,GA,Salesperson,2023-06-25
POL6F1AC5A8,59,M,Non-Smoker,117287.25265874488,865919.6712550197,15960.631380572522,CA,Nurse,2024-01-30
POLBBEF9A62,34,M,Non-Smoker,63652.95098813526,324048.92084444873,3639.717478924848,OH,Salesperson,2024-05-17
POLC4CD46B8,42,F,Non-Smoker,80238.60276460128,926231.4702880948,10447.890984849711,CA,Nurse,2020-11-23
POL048E94BB,68,F,Non-Smoker,74106.5014578014,1056630.7840277166,18512.171336165597,TX,Salesperson,2023-09-07
POLA51E0B7D,62,F,Non-Smoker,138974.2738646043,867785.7831040801,13953.99539231361,FL,Manager,2023-02-19
POL23FFDCB4,29,F,Non-Smoker,54037.601052566366,643113.9823673684,5247.810096117726,OH,Salesperson,2025-03-04
POLB8C73B66,49,F,Non-Smoker,67774.96606327922,519679.5059038202,6735.0463965135095,NY,Nurse,2022-01-30
POLB78692C7,28,F,Non-Smoker,40509.18929302175,258841.15844706554,2050.021974900759,OH,Teacher,2024-08-24
POL82B2CCBA,36,M,Non-Smoker,76939.91024196421,984342.4137227938,11623.11522123875,MI,Teacher,2023-09-09
POL1EBE5F52,31,F,Non-Smoker,121022.21804629259,1471611.647227608,12714.724632046533,OH,Engineer,2022-05-31
POL23B57596,62,F,Non-Smoker,68482.00027068658,813011.4565952432,13073.22422205151,IL,Engineer,2023-11-02
POLE1F60E3C,56,M,Non-Smoker,53759.563781332785,340716.36609018,5985.705119472282,MI,Manager,2023-10-04
POLEA381AB6,36,M,Non-Smoker,60505.49280845145,833579.4421832818,9842.90605330019,MI,Teacher,2024-01-16
POLFD439B4D,30,F,Non-Smoker,58741.50102779212,718062.7959685009,6031.727486135407,NC,Manager,2024-04-04
POL5934EC19,43,M,Smoker,48785.36263439304,391884.49496871023,13543.528146118626,IL,Manager,2023-12-13
POL3A17F5CF,68,M,Non-Smoker,45200.94076793506,267357.9228360442,5620.932969704993,IL,Teacher,2024-11-04
POL3646AB06,64,F,Non-Smoker,68910.31129287364,465850.7631157317,7714.488637196517,MI,Accountant,2023-10-17
POL88C568C8,67,M,Non-Smoker,105132.27833471884,834662.7784000302,17307.567372903028,MI,Salesperson,2025-03-03
POLEA77C6BB,29,F,Non-Smoker,62292.35961885306,881498.218231761,7193.02546077117,CA,Teacher,2023-11-19
POL398838A0,40,F,Non-Smoker,121354.43632241363,609292.1278407824,6580.35498068045,GA,Nurse,2022-03-13
POL9831D345,35,F,Non-Smoker,79259.55279104065,962575.3142753566,9240.723017043423,FL,Manager,2022-11-09
POLBB28B06F,31,M,Non-Smoker,51087.953087343805,730378.7208958494,7572.5665782481665,NY,Teacher,2023-07-20
POLDD72126E,40,F,Non-Smoker,84669.20626186946,513276.4360688437,5543.385509543513,IL,Accountant,2024-04-25
POL4D46FC38,46,F,Non-Smoker,92967.49695365362,872638.4976199735,10681.095210868476,CA,Nurse,2021-02-06
POL15EAEE6F,61,F,Non-Smoker,108314.41214000991,814315.0790768319,12898.750852577019,TX,Accountant,2022-02-16
POL62482460,61,F,Non-Smoker,70627.13122689494,559829.5560062324,8867.70016713872,MI,Engineer,2024-05-22
POL2660477C,68,M,Non-Smoker,41727.210594177865,253163.9184566068,5322.518221631701,OH,Salesperson,2021-07-12
POL352B0700,63,M,Non-Smoker,156847.2108760617,1766185.4039749403,34588.97495144523,MI,Nurse,2021-04-24
POLD7E3B4C8,50,M,Non-Smoker,75247.18707216208,665981.2908840876,10549.143647603943,OH,Salesperson,2023-05-08
POL686F027C,39,F,Non-Smoker,62329.75065424971,627660.3523245901,6628.093320547671,FL,Teacher,2025-07-05
POL58722EA6,53,F,Non-Smoker,79136.16253043037,762872.9456515687,10619.191403469837,GA,Nurse,2023-04-22
